what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337346661344
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337346670626
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337346677490
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337346718908
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1337346718908
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337346729079
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337346771354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1337346771354
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337346775488
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337346837482
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1337346837482
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337346840758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337346882971
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1337346882987
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337346886403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337346940083
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1337346940083
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337346944981
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337346948990
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337346949037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337346951361
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337346952438
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337346952609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337346952765
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337346952781
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337346956198
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337346968148
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337346971939
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337346989239
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337346994668
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337347005275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337347006679
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337347006695
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337347011297
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337347015727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337347024042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337347031807
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347034834
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347034865
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337347037766
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337347037938
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337347037954
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347042213
closed,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337347042213
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347095160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337347098763
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337347159794
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337347161993
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347164240
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347164271
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337347185237
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337347185908
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337347187141
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347194020
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347194082
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337347195674
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347207046
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347207077
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337347210712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337347211570
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337347212147
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337347218153
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347220088
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347220119
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337347222630
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347225750
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347225781
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337347227872
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347229276
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347229307
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337347230633
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347232006
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347232037
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337347233441
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347234814
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347234845
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337347236077
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347237591
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347237653
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337347238917
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347242037
