what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337197217835
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337197220081
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337197220221
closed,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337197220221
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337197274509
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337197274572
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337197274619
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337197274619
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1337197277863
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337197278628
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337197286911
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337197288955
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337197296983
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337197301195
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337197303255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337197303348
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337197303364
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337197341713
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337197408465
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337197420399
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337197466997
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337197543685
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337197546821
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337197557193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337197561654
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337197608903
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1337197608903
